id,brand,car_model,type,desc,problem,datetime,status
513701,东风日产,奇骏,2014款 2.0L XL CVT 两驱 舒适版,东风日产奇骏变速器顿挫脱挡 无法加速,"B19,B96,B246,",2020-08-25,处理反馈
513696,BEIJING汽车,BEIJING-X3,2019款 1.5T 手动 荣耀版,北京汽车BEIJING-X3经销商不退订金,"K309,",2020-08-25,处理反馈
513690,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎龟裂存在质量问题,"F100,",2020-08-25,用户评分
513685,东风日产,阳光,2016款 1.5XE CVT 领先版,东风日产阳光变速箱拖挡4S店拒绝保修,"B69,",2020-08-25,处理反馈
513683,广汽丰田,凯美瑞,2007款 240G 豪华版,广汽丰田凯美瑞中控仪表台软化异味,"H176,",2020-08-25,处理反馈
513682,上汽大众,途安,2011款 1.4TSI DSG 智雅版 5座,上汽大众途安变速箱顿挫希望厂家处理,"B19,",2020-08-25,处理反馈
513680,一汽-大众,迈腾,2015款 1.8TSI 豪华型 改款,一汽大众迈腾轮速传感器故障要求解决,"E74,E62,",2020-08-25,处理反馈
513677,上汽大通,上汽大通MAXUS T60,2019款 2.8T 柴油 手动 四驱 高底盘 先锋版 长厢 国V,上汽MAXUS T60分动器损坏4S店不保修,"H86,I297,",2020-08-25,处理反馈
513673,广汽讴歌,讴歌CDX,2016款 1.5T 两驱尊享版,广汽讴歌CDX升降挡时变速箱顿挫严重,"B19,",2020-08-25,处理反馈
513672,广汽乘用车,传祺GM6,2019款 270T 自动 尊贵版（六座）国VI,广汽传祺GM6方向机和车身抖动要求解决,"D80,H268,H67,",2020-08-25,处理反馈
513671,长城汽车,哈弗H8,2015款 2.0T 四驱 豪华型 5座,哈弗H8保险盒总成故障电瓶故障灯亮,"A9,H146,H110,",2020-08-25,处理反馈
513666,一汽-大众,高尔夫,2010款 1.4TSI 自动 舒适型,一汽大众高尔夫变速箱故障灯亮 挂挡不走,"B334,B77,B115,",2020-08-25,处理反馈
513664,上汽通用五菱,五菱宏光,2015款 1.5L 基本型 S 国V,上汽通用五菱宏光随车工具千斤顶无法使用,"N317,",2020-08-25,处理反馈
513663,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动ABS和牵引力控制灯报警,"E74,",2020-08-25,信息审核
513662,吉利汽车,博瑞,2020款 1.5T MHEV 耀尊版,吉利博瑞发动机抖动严重希望处理,"A24,",2020-08-25,处理反馈
513658,上汽大众,朗逸,2019款 1.5L 自动 风尚版 国VI,上汽大众朗逸发动机漏油维修未解决问题,"A12,",2020-08-25,处理反馈
513656,一汽大众,捷达VS5,2019款 280TSI 自动 进取型,捷达VS5后视镜调节失灵 4S店不提供合同,"H211,I293,L313,O353,",2020-08-25,厂家受理
513652,上汽大众,途观L,2018款 330TSI 自动 两驱 旗舰版,上汽大众途观L变速箱无法提速存在质量问题,"B334,",2020-08-25,处理反馈
513650,东风日产,奇骏,2019款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏大灯进水 反光碗出现腐蚀,"H88,",2020-08-25,处理反馈
513649,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸刹车时前轮位置存在异响,"E43,",2020-08-25,用户评分
513648,东风日产,轩逸,2016款 1.6XL CVT 尊享版,东风日产轩逸变速箱挂挡抖动 发动机熄火,"A14,B95,",2020-08-25,处理反馈
513642,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国V,一汽大众迈腾变速箱故障机电单元损坏,"B84,",2020-08-25,用户评分
513641,东风日产,劲客,2017款 1.5L CVT 智行版,东风日产劲客优科豪马轮胎鼓包起皮,"F186,F39,",2020-08-25,处理反馈
513638,吉利汽车,经典帝豪,2012款 1.5L 手动 超悦型 两厢,吉利经典帝豪车身腐蚀生锈希望处理,"H79,",2020-08-25,处理反馈
513637,东风日产,骐达TIIDA,2016款 1.6L CVT 酷动版,东风日产骐达变速箱异响很严重希望处理,"B33,",2020-08-25,处理反馈
513629,广汽本田,飞度,2004款 两厢飞度 1.5 AT CVT,广汽本田飞度行驶中变速箱顿挫刹车抖动,"B19,E111,",2020-08-25,处理反馈
513623,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408固特异轮胎出现裂纹影响安全,"F100,",2020-08-25,厂家受理
513619,比亚迪,比亚迪S6,2013款 劲悦版 2.0L 手动 精英型 5座,比亚迪S6车身漆面起泡开裂希望处理,"H81,",2020-08-25,用户评分
513615,吉利汽车,帝豪GL,2019款 1.4T 手动 精英智享型,吉利帝豪GL底盘异响 车门生锈 换挡异响,"B20,C65,G52,H79,",2020-08-25,用户评分
513613,东风日产,奇骏,2014款 2.0L XL CVT 两驱 舒适版,东风日产奇骏变速箱顿挫希望厂家解决,"B19,",2020-08-25,处理反馈
513612,广汽丰田,YARiS L 致享,2017款 1.3E 手动 魅动版,广汽丰田致享4S店不给机动车登记证尾灯异物,"H82,O353,",2020-08-25,处理反馈
513607,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯透镜脏污影响驾驶安全,"H82,",2020-08-25,处理反馈
513602,一汽奔腾,奔腾T77,2019款 230 TID 自动 尊享型 国V,一汽奔腾T77金属件有锈迹希望厂家解决,"H79,",2020-08-25,处理反馈
513593,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透视发白影响驾驶安全,"H82,",2020-08-25,处理反馈
513590,众泰汽车,众泰T600,2016款 2.0T  自动 尊贵型 运动版,众泰T600变速箱无法换挡 温度过高,"B246,",2020-08-25,信息审核
513588,一汽-大众奥迪,奥迪Q3,2020款 35 TFSI 时尚动感型,一汽大众奥迪Q3底盘异响 变速箱换挡异响,"B33,G56,I293,",2020-08-24,信息审核
513587,上汽通用五菱,五菱荣光新卡,2018款 1.5L双排L3C,上汽通用五菱荣光新卡经销商出售库存车,"A160,M283,",2020-08-24,处理反馈
513586,奇瑞汽车,艾瑞泽5,2018款 1.5L CVT 致敬青春版,奇瑞艾瑞泽5起步刹车异响 门框掉漆,"E43,H81,H119,",2020-08-24,处理反馈
513582,华晨宝马,宝马3系,2016款 316i 时尚型,华晨宝马3系转向沉重 故障灯亮希望处理,"D156,D291,H203,",2020-08-24,信息审核
513578,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路舒适版,上汽大众途观发动机EPC故障灯亮多次返修,"A34,J298,",2020-08-24,处理反馈
513577,一汽大众,捷达VS7,2020款 1.4T 自动 悦享型,捷达VS7前风挡漏水 后视镜异响 刹车异响,"E43,H109,H211,",2020-08-24,处理反馈
513570,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜冷启动发动机抖动严重,"A24,",2020-08-24,信息审核
513569,上汽通用五菱,新宝骏RS-5,2019款 1.5T CVT 智能驾控豪华版 国V,新宝骏RS-5行驶中变速箱失去动力要求解决,"B334,B246,I295,I294,",2020-08-24,用户评分
513567,华晨中华,中华H3,2017款 1.5L 手动 精英型,中华H3转向卡滞异响要求厂家给予解决,"D59,D123,I295,",2020-08-24,信息审核
513563,知豆电动车,知豆D2,2017款 D2S,知豆D2交流转换器无配件厂家不予解决,"I295,N318,",2020-08-24,厂家受理
513560,广汽丰田,雷凌,2019款 185T CVT 豪华版 国V,广汽丰田雷凌发动机异响4S店无法解决,"A9,I295,",2020-08-24,处理反馈
513559,上汽大众,途岳,2020款 280TSI 两驱 豪华版 国VI,上汽大众途岳换挡时变速箱低速异响顿挫,"B33,B19,",2020-08-24,处理反馈
513558,北京现代,名图,2017款 1.8L 自动 智能型 GLS 国V,北京现代名图发动机异响4S店无法解决,"A9,",2020-08-24,信息审核
513550,比亚迪,比亚迪S7,2015款 2.0T 自动 尊贵型,比亚迪S7变速箱顿挫 方向盘抖动 行驶跑偏,"B19,D80,G56,G117,",2020-08-24,处理反馈
513549,华晨宝马,宝马3系,2019款 320Li M运动曜夜版,华晨宝马3系主驾驶侧遮阳板连接杆断裂,"H168,",2020-08-24,厂家受理
513548,长安汽车,长安UNI-T,2020款 1.5T 尊贵型,长安UNI-T正常行驶过程中转向系统锁死,"D123,",2020-08-24,用户评分
513538,东风本田,杰德,2020款 1.8L 自动 舒适版,东风本田杰德发动机异响开启空调怠速抖动,"A9,A35,H121,",2020-08-24,处理反馈
513528,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国V,一汽大众迈腾中控台石英钟和仪表盘裂纹,"H168,",2020-08-24,用户评分
513523,长安汽车,长安CS55,2018款 1.5T 自动 炫色型 国V,长安CS55更换配件后发动机异响更加严重,"A9,",2020-08-24,信息审核
513518,广汽丰田,雷凌,2017款 185T CVT 精英版 国V 改款,广汽丰田雷凌行驶不平整路段中控台异响,"H93,",2020-08-24,处理反馈
513516,上汽通用五菱,宝骏310W,2017款 1.5L 手动 舒适型 国VI,宝骏310W方向盘助力失效4S店更换非原厂配件,"D265,N319,",2020-08-24,用户评分
513514,一汽-大众,宝来,2016款 1.6L 自动 舒适型,一汽大众宝来天窗密封不到位导致漏水,"H90,",2020-08-24,处理反馈
513504,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L变速箱跳挡希望厂家处理,"B19,B27,B208,",2020-08-24,处理反馈
513502,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁中控黑屏油箱异响希望厂家处理,"H134,H147,",2020-08-24,处理反馈
513495,长安汽车,长安CS85 COUPE,2019款 1.5T DCT 动版 国VI,长安CS85 COUPE变速箱顿挫希望厂家处理,"A14,B19,",2020-08-24,信息审核
513489,华晨宝马,宝马X1,2018款 sDrive18Li 尊享型,华晨宝马X1天窗异响希望厂家处理问题,"H89,",2020-08-24,处理反馈
513487,长安汽车,欧力威,2013款 1.2 手动 精英版,长安欧尚欧力威方向盘沉重升降器有故障,"D156,H67,",2020-08-24,信息审核
513483,一汽-大众,宝来,2020款 1.5L 自动 精英型,一汽大众宝来发动机抖动希望尽快处理,"A24,",2020-08-24,处理反馈
513473,东风悦达起亚,起亚KX7,2017款 2.0T 四驱 DLX,东风悦达起亚KX7起步抖动 动力消失,"A24,B95,",2020-08-24,处理反馈
513472,长安跨越,新豹3,2019款 1.5L 标准型 双排 后单轮 标准 货箱DK15C,长安跨越新豹3变速箱破损希望尽快处理,"B22,B77,",2020-08-24,处理反馈
513467,东风日产,天籁,2016款 2.0L XL 舒适版 改款,东风日产天籁变速箱阀体故障要求延保,"B84,",2020-08-24,处理反馈
513465,上汽大众,帕萨特新能源,2019款 430PHEV 混动 豪华版,上汽大众帕萨特新能源混合动力出现故障	,"A34,",2020-08-24,信息审核
513460,长安汽车,长安CS55,2017款 1.5T 手动 炫色型,长安CS55打方向异响 维修后未解决,"D59,",2020-08-24,信息审核
513458,长城汽车,欧拉黑猫,2021款 351km 标准型,欧拉黑猫远程控制无法使用 蓝牙无法控制,"H155,",2020-08-24,处理反馈
513456,华晨宝马,宝马5系,2019款 530Li xDrive M运动套装,华晨宝马5系方向机异响 售后不予保修,"D59,I297,",2020-08-24,处理反馈
513448,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客保养之后变速箱故障,"B84,",2020-08-24,处理反馈
513444,东风标致,标致307,2010款 307两厢 2.0 自动 运动版,东风标致307油箱多功能阀破裂导致有汽油味,"H271,",2020-08-24,用户评分
513443,东风风行,景逸X5,2017款 1.5T CVT 尊享型 劲享系列,东风风行景逸X5车身漏水导致仪表失灵,"H109,",2020-08-24,处理反馈
513435,东风雪铁龙,雪铁龙C5,2012款 2.0 自动 尊享型,东风雪铁龙C5车窗升降器故障希望更换处理,"H67,",2020-08-24,用户评分
513434,奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 领潮版,奇瑞艾瑞泽5整车故障多厂家不予解决,"I295,I293,",2020-08-24,厂家受理
513430,一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 尊享型,一汽奔腾T77空调排水管堵塞 导致车内积水,"H101,",2020-08-24,处理反馈
513415,DS汽车,DS 7,2018款 45THP 里沃利先锐版,长安标致雪铁龙DS7车窗异响厂家未解决问题	,"H72,",2020-08-24,信息审核
513414,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享时尚型 国V,一汽大众奥迪Q5L全轮驱动故障灯报警,"H86,",2020-08-24,信息审核
513408,北京现代,现代ix35,2019款 2.0L 自动 两驱 智勇·畅享版 国VI,北京现代ix35发动机油耗无故增多,"A85,",2020-08-24,处理反馈
513407,一汽-大众,高尔夫,2020款 挚爱版 280TSI DSG 舒适型,一汽大众高尔夫发动机漏防冻液希望处理,"A37,",2020-08-24,处理反馈
513404,一汽-大众奥迪,奥迪A4L,2013款 2.0T 自动 舒适型,一汽大众奥迪A4L机油损耗异常 发动机漏油,"A12,A63,",2020-08-24,信息审核
513400,东风标致,标致5008,2017款 350THP 精英版 7座,东风标致5008转向异响4S店维修后未解决,"D59,J298,",2020-08-24,处理反馈
513397,奇瑞汽车,瑞虎7,2016款 1.5T 手动 电商版,奇瑞瑞虎7离合器不回弹导致无法挂挡,"C267,",2020-08-24,处理反馈
513396,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯透镜出现裂纹亮度不足,"H82,H220,I295,",2020-08-24,处理反馈
513395,中兴汽车,领主,2016款 2.5T 两驱 豪华型JE4D25E,中兴领主三元催化器破损厂家拒绝索赔,"H54,Q322,",2020-08-24,信息审核
513392,一汽丰田,皇冠,2015款 2.0T 时尚版,一汽丰田皇冠方向盘掉皮希望处理	,"H168,",2020-08-24,信息审核
513389,广汽本田,锋范经典,2012款 1.5L 手动 舒适版,广汽本田锋范发动机仓内部件生锈要求解决,"H79,",2020-08-24,处理反馈
513384,上汽大众,凌渡,2015款 280TSI 手动 舒适版,上汽大众凌渡车内异味严重希望处理,"H185,",2020-08-24,处理反馈
513379,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉转向沉重4S店不予解决,"D156,I295,",2020-08-24,处理反馈
513371,大众（进口）,Passat,2011款 2.0T 舒适型 旅行版,进口大众Passat半轴异响4S店不予保修,"G227,I297,",2020-08-24,信息审核
513369,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 豪华型 三厢 国V,长安马自达昂克赛拉行驶中发动机抖动,"A24,",2020-08-24,处理反馈
513367,东风悦达起亚,KX3傲跑,2020款 1.5L CVT 智慧版,东风悦达起亚KX3傲跑中控屏死机中控台异响,"H134,H93,H155,H179,",2020-08-24,处理反馈
513366,上汽大众,凌渡,2019款 280TSI DSG 豪华版 国V,上汽大众凌渡变速箱升挡时异响严重,"B33,",2020-08-24,处理反馈
513363,吉利汽车,帝豪GL,2017款 1.8L 自动 精英型,吉利帝豪GL下雨天车门无法开启希望处理,"H149,",2020-08-24,处理反馈
513361,上汽大众,朗逸,2018款 1.5L 自动 风尚版 经典 国VI,上汽大众朗逸熄火后油箱位置异响严重,"H147,I294,",2020-08-24,处理反馈
513357,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱精英型,哈弗H6 Coupe电子系统故障多项功能失灵,"H110,",2020-08-24,处理反馈
513350,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领锐版,奇瑞艾瑞泽5行驶中天窗自动开启无法关闭,"H89,H192,",2020-08-24,处理反馈
513348,东风标致,标致3008,2013款 1.6T 自动 THP至尚版,东风标致3008进气系统故障发动机故障灯亮,"A34,",2020-08-24,处理反馈
513346,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408方向盘按键有掉皮的现象,"H168,",2020-08-24,信息审核
513342,起亚（进口）,索兰托,2013款 2.2T 豪华版 柴油 7座,进口起亚索兰托高压油泵故障要求免费更换,"H78,",2020-08-24,信息审核
513338,华晨宝马,宝马3系,2020款 325Li M运动曜夜套装,华晨宝马3系发动机热量管理模块故障,"A191,L310,",2020-08-24,用户评分
513330,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡发动机爆震 变速箱顿挫有异响,"A18,B33,B19,M283,",2020-08-24,处理反馈
513324,吉利汽车,帝豪GL,2017款 1.8L 自动 精英型,吉利帝豪GL仪表盘玻璃外罩开裂质量差,"H168,",2020-08-24,处理反馈
513323,华晨宝马,宝马3系,2020款 325Li 首发版,华晨宝马3系左后尾灯出现裂纹厂家拒绝保修,"H220,I297,",2020-08-24,处理反馈
513318,广汽丰田,汉兰达,2018款 2.0T 四驱 至尊版 7座 国VI,广汽丰田汉兰达变速箱 方向盘及刹车异响,"B33,D59,E43,H72,",2020-08-24,处理反馈
513317,DS汽车,DS 5LS,2014款 1.6T 自动 豪华版 THP200,长安标致雪铁龙DS 5LS事故车维修没有配件 ,"N318,",2020-08-24,信息审核
513310,一汽-大众奥迪,奥迪Q5,2013款 40 TFSI 自动 技术型,一汽大众奥迪Q5车内有异味影响身体健康,"H185,",2020-08-24,信息审核
513308,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸变速箱异响倒挡无法解除,"B33,B20,",2020-08-24,处理反馈
513303,比亚迪,比亚迪S7,2015款 2.0T 自动 豪华型,比亚迪S7因偶发性漏水导致异响抖动,"H109,",2020-08-24,处理反馈
513302,长安汽车,锐程CC,2020款 1.5T 自动 潮锐型,长安锐程CC车门多处生锈 气囊故障灯亮,"H79,H103,",2020-08-24,厂家受理
513301,奇瑞汽车,瑞虎3x,2017款 1.5L 自动 时尚版,奇瑞瑞虎3x行驶过程中发动机突然熄火,"A14,",2020-08-24,处理反馈
513297,一汽-大众,速腾,2015款 230TSI  手动 豪华型,一汽大众速腾电网控制单元出现故障,"H110,",2020-08-24,处理反馈
513296,东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国VI,东风日产轩逸刹车时油箱异响明显,"H147,",2020-08-24,处理反馈
513294,上汽通用五菱,新宝骏RM-5,2019款 1.5T CVT 24小时在线 尊贵型 6座,新宝骏RM-5变速箱挂挡顿挫严重 车机死机,"B19,B115,B184,H155,J298,",2020-08-24,处理反馈
513290,一汽-大众,高尔夫,2019款 200TSI DSG 舒适进取版 国VI,一汽大众高尔夫预定与所提车型年款不同,"M280,",2020-08-24,用户评分
513288,奔驰（进口）,奔驰GLE,2016款 320 4MATIC 动感型,进口奔驰GLE行驶中车顶配件掉落要求处理,"H179,",2020-08-24,信息审核
513287,上汽通用五菱,五菱宏光,2013款 1.5L 舒适型L2B,上汽通用五菱宏光车身生锈车漆起泡脱落,"H79,H81,",2020-08-24,处理反馈
513286,东风雪铁龙,世嘉,2016款 1.6L 手动 品尚型 经典,东风雪铁龙世嘉减震器弹簧断裂,"G204,",2020-08-24,处理反馈
513284,上汽大众,Polo,2016款 1.4L 自动 风尚型,上汽大众Polo经销商售后不退还储值卡余额,"I293,L314,",2020-08-24,处理反馈
513282,奇瑞汽车,瑞虎7,2020款 1.5T CVT 豪华型,奇瑞瑞虎7左尾灯灯罩磨损4S店不予解决,"H220,I295,",2020-08-24,处理反馈
513281,上汽大通,上汽大通MAXUS V80,2019款 2.5T 经典款 AMT 傲运通 长轴 中顶 7座,上汽大通MAXUS V80 DPF堵塞行驶中熄火,"A255,A114,",2020-08-24,用户评分
513278,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L变速箱换挡异响抖动顿挫,"B33,B19,B95,",2020-08-24,信息审核
513276,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾发动机高压泵异响厂家未解决,"A9,",2020-08-24,处理反馈
513275,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞行驶过程中车内有异响,"H164,",2020-08-24,处理反馈
513259,东风日产,阳光,2015款 1.5XE 手动 大师版,东风日产阳光起步时离合器异响要求解决,"C65,",2020-08-24,处理反馈
513258,吉利汽车,帝豪GL,2017款 1.8L 手动 精英型,吉利帝豪GL下雨天车门打不开希望处理,"H197,",2020-08-24,用户评分
513256,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 智驱版 劲智型,东风雪铁龙C4L发动机烧机油 链条异响,"A63,A45,I297,J306,",2020-08-24,处理反馈
513254,一汽丰田,亚洲龙,2019款 2.5L 进取版 国Ⅵ,一汽丰田亚洲龙刹车异响 A柱车门异响,"E43,H15,",2020-08-24,信息审核
513248,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲享版,东风雪铁龙C4L转向柱松动影响安全,"D337,I297,",2020-08-24,厂家受理
513243,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,上汽大众朗逸低速行驶中变速箱异响,"B33,",2020-08-24,用户评分
513240,长城汽车,WEY VV5,2019款 1.5T 两驱 颜先锋,WEY VV5发动机故障灯亮 变速箱顿挫,"A34,B19,B20,",2020-08-24,信息审核
513239,众泰汽车,芝麻,2018款 eZ 翼享版,众泰芝麻右后刹车分泵损坏漏油影响安全,"E196,N318,",2020-08-24,厂家受理
513236,一汽-大众奥迪,奥迪A4L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A4L车轮异响严重希望处理,"G125,",2020-08-24,信息审核
513234,吉利汽车,帝豪GL,2017款 1.8L 手动 精英型,吉利帝豪GL下雨天车门打不开希望处理,"H197,",2020-08-24,处理反馈
513233,奔驰（进口）,奔驰C级（进口）,2016款 180 旅行轿车,进口奔驰C级转向机故障沉重失灵望厂家解决,"D156,D57,D265,",2020-08-24,信息审核
513232,广汽本田,凌派,2017款 1.8L CVT 舒适特装版,广汽本田凌派风扇电机故障导致无法工作,"A191,",2020-08-24,用户评分
513229,长安汽车,逸动DT,2018款 1.6L 手动 智享型,长安逸动DT转向柱生锈希望厂家处理,"H79,",2020-08-24,厂家受理
513228,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200制动总泵损坏充电机损坏厂家无货,"E29,E196,H340,N318,",2020-08-24,信息审核
513227,长安汽车,长安CS55 PLUS,2020款 1.5T 手动 炫色型,长安CS55 PLUS行驶过程中发动机和车门异响,"A9,G204,H72,",2020-08-24,信息审核
513218,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁车内异味 发动机烧机油,"A63,B22,D58,F100,H185,",2020-08-24,处理反馈
513216,北京现代,朗动,2016款 1.6L 自动 智能型,北京现代朗动中控屏黑屏无法正常使用,"H134,",2020-08-24,处理反馈
513214,上汽大众,朗逸,2010款 1.4TSI DSG运动版,上汽大众朗逸后排进水更换密封条未解决,"H109,",2020-08-24,处理反馈
513212,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5正常行驶中底盘异响希望得到解决,"G56,",2020-08-24,处理反馈
513210,一汽丰田,威驰,2017款 1.3L CVT 锐行版,一汽丰田威驰行驶中发动机异响4S店不处理,"A9,",2020-08-24,信息审核
513208,长安马自达,马自达3 昂克赛拉,2019款 云控版 两厢 1.5L 自动 豪华型 国V,长安马自达昂克赛拉汽油泵故障行驶中熄火,"H78,",2020-08-24,用户评分
513206,东风本田,本田CR-V,2019款 锐·混动 2.0L 四驱 净享版 国V,东风本田CR-V行驶中ACC感应失灵,"H170,",2020-08-24,处理反馈
513202,东风本田,本田CR-V,2019款 耀目版 240TURBO CVT 两驱 舒适版 国VI,东风本田CR-V轮胎吃胎偏磨要求解决,"G245,",2020-08-24,处理反馈
513190,一汽-大众,速腾,2018款 280TSI 双离合 舒适型,一汽大众速腾踩油门加速变速箱有异响,"B33,",2020-08-24,用户评分
513181,广汽丰田,凯美瑞,2018款 2.5HG E-CVT 豪华版,广汽丰田凯美瑞普利司通轮胎凹槽开裂,"F100,",2020-08-24,处理反馈
513180,奥迪（进口）,奥迪S3,2015款 2.0T Limousine,进口奥迪S3变速箱报警 发动机漏防冻液,"A37,B96,B115,",2020-08-24,信息审核
513178,吉利汽车,帝豪GL,2019款 1.4T CVT 尊贵智享版,吉利帝豪GL发动机和变速箱故障灯多次报警,"A34,B96,I295,",2020-08-24,用户评分
513176,华晨宝马,宝马X1,2020款 sDrive25Li 领先型,华晨宝马X1变速箱无法挂挡副驾安全带故障,"B20,B184,H118,",2020-08-24,处理反馈
513174,众泰汽车,大迈X7,2017款 1.5T 手动 豪华型,离合器异响,"C,",2020-08-24,厂家受理
513173,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派发动机烧机油 故障灯亮,"A34,A63,",2020-08-24,用户评分
513171,一汽-大众,宝来,2020款 1.5L 自动 舒适型,一汽大众宝来引擎盖车漆开裂4S店否认问题,"H81,",2020-08-24,处理反馈
513169,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动空调面板开裂希望尽快处理,"H168,",2020-08-24,处理反馈
513167,BEIJING汽车,绅宝D70,2018款 性能版 1.8T 舒适版,北汽绅宝D70发动机抖动 熄火 碳罐进油,"A24,A14,H271,",2020-08-24,处理反馈
513162,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国VI,广汽丰田凯美瑞副驾驶车门生锈希望处理,"H79,",2020-08-24,处理反馈
513159,上汽大众,途观L,2019款 380TSI 自动 四驱 智动豪华版 国VI,上汽大众途观L主驾驶座椅异响维修未解决,"H169,",2020-08-24,用户评分
513156,一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 运动型 Plus,一汽大众奥迪A4L右前大灯内有雪花状裂纹,"H220,",2020-08-24,信息审核
513152,上汽大众,途观,2017款 300TSI 自动 两驱 丝绸之路舒适版,上汽大众途观发动机转速高车速却很低,"B20,",2020-08-24,处理反馈
513150,一汽丰田,奕泽IZOA,2020款 2.0L 奕驰版,一汽丰田奕泽旧车置换补贴不兑现,"L313,",2020-08-24,信息审核
513144,比亚迪,比亚迪F0,2010款 尚酷爱国版 1.0 手动 铉酷型,比亚迪F0底盘锈蚀严重希望尽快处理,"H79,",2020-08-24,处理反馈
513127,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,吉利帝豪GL副驾驶座椅缝线开裂海绵漏出,"H168,",2020-08-24,处理反馈
513123,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度变速箱漏油希望尽快解决,"B22,",2020-08-24,处理反馈
513120,奇瑞汽车,瑞虎5x,2019款 1.5L CVT 智享版,瑞虎5x变速箱上坡时无法加速望厂家解决,"B334,",2020-08-24,处理反馈
513118,领克汽车,领克01,2017款 2.0T 自动 两驱 型 Pro,领克01车辆在拖车过程中疑似进水,"J299,",2020-08-24,用户评分
513117,众泰汽车,众泰E200,2018款 Pro,众泰E200动力电池经常断开无法行驶,"H343,",2020-08-24,信息审核
513116,广汽丰田,雷凌,2017款 1.2T G CVT 精英版,广汽丰田雷凌变速箱漏油质保期内未告知,"B22,",2020-08-24,处理反馈
513115,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜白雾影响夜间照明安全,"H82,",2020-08-24,处理反馈
513113,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动4S店维修后门锁故障,"H197,J300,",2020-08-23,信息审核
513100,SWM斯威汽车,SWM斯威G01,2019款 1.5T 手动 智UP 国V,斯威G10车辆购买前重新做过漆要求解决,"M284,",2020-08-23,信息审核
513098,北京奔驰,奔驰C级,2015款 200 L,北京奔驰C级发动机进气凸轮轴移位,"A34,",2020-08-23,信息审核
513096,上汽斯柯达,昊锐,2009款 1.8TSI 自动 贵雅版,斯柯达昊锐车内刺鼻异味严重无法解决,"H185,",2020-08-23,处理反馈
513095,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸变速箱异响希望尽快解决,"B33,",2020-08-23,用户评分
513093,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A6L低速行驶变速箱抖动异响,"B33,B95,",2020-08-23,信息审核
513089,一汽-大众奥迪,奥迪A6L,2020款 45 TFSI 臻选动感型,一汽大众奥迪A6L变速箱异响4S店无法解决,"B33,B95,I295,J298,",2020-08-23,信息审核
